food_type,category,food_group,moisture_level,oil_content,storage_condition,temperature,packaging,time_since_prep_hours,remaining_consumable_hours
chicken_curry,nonveg,curry,high,medium,fridge,7.8,closed,39.3,0.0
milk,dairy,liquid,high,low,fridge,2.4,open,37.0,13.65
curd,dairy,liquid,high,low,fridge,5.5,open,41.0,17.68
gulab_jamun,dairy,sweet,high,medium,fridge,3.4,open,22.4,26.01
halwa,veg,sweet,medium,high,fridge,2.6,open,30.5,42.96
paneer_butter_masala,dairy,curry,high,medium,fridge,7.2,closed,46.3,0.0
naan,veg,bread,low,medium,room,37.3,closed,0.7,12.77
samosa,veg,fried,low,high,room,26.5,open,4.9,17.27
jeera_rice,veg,rice,medium,low,fridge,2.6,open,42.9,0.0
dal_tadka,veg,curry,high,low,room,27.2,open,31.8,0.0
plain_rice,veg,rice,medium,low,room,29.4,open,10.8,1.53
samosa,veg,fried,low,high,room,24.8,open,12.5,7.57
samosa,veg,fried,low,high,room,27.4,closed,32.4,0.0
milk,dairy,liquid,high,low,room,32.3,closed,0.2,4.89
milk,dairy,liquid,high,low,fridge,4.3,open,13.6,25.75
chicken_curry,nonveg,curry,high,medium,room,24.5,open,1.0,5.93
naan,veg,bread,low,medium,room,24.3,closed,17.5,5.77
roti,veg,bread,low,low,room,29.3,open,19.3,3.37
chicken_biryani,nonveg,rice,medium,medium,fridge,5.5,open,0.8,30.76
roti,veg,bread,low,low,fridge,4.3,closed,39.7,19.34
fish_curry,nonveg,curry,high,low,room,36.0,open,4.3,1.71
pakora,veg,fried,low,high,fridge,2.8,closed,38.8,0.0
roti,veg,bread,low,low,fridge,5.1,closed,31.7,26.61
paratha,veg,bread,low,high,fridge,7.5,closed,7.6,43.52
curd,dairy,liquid,high,low,room,29.8,closed,11.8,0.0
curd,dairy,liquid,high,low,fridge,4.5,closed,40.9,9.17
plain_rice,veg,rice,medium,low,fridge,7.4,open,31.2,5.57
milk,dairy,liquid,high,low,room,24.2,open,8.9,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,2.3,closed,19.7,11.47
milk,dairy,liquid,high,low,fridge,5.6,closed,1.3,52.83
idli,veg,breakfast,medium,low,room,37.7,closed,46.5,0.0
milk,dairy,liquid,high,low,room,27.3,closed,6.1,3.64
paneer_butter_masala,dairy,curry,high,medium,fridge,3.0,closed,18.6,4.08
naan,veg,bread,low,medium,fridge,2.6,open,30.0,13.29
jeera_rice,veg,rice,medium,low,fridge,4.2,open,33.4,3.35
veg_pulao,veg,rice,medium,medium,room,24.6,open,37.7,0.0
idli,veg,breakfast,medium,low,room,29.9,closed,5.0,7.63
paratha,veg,bread,low,high,room,24.5,closed,28.4,3.83
idli,veg,breakfast,medium,low,room,37.7,open,46.5,0.0
veg_pulao,veg,rice,medium,medium,fridge,2.8,closed,2.9,23.11
roti,veg,bread,low,low,room,36.9,open,40.0,0.0
chicken_curry,nonveg,curry,high,medium,fridge,7.7,closed,23.2,9.84
naan,veg,bread,low,medium,fridge,4.5,closed,7.8,52.86
chicken_biryani,nonveg,rice,medium,medium,fridge,3.5,closed,28.1,0.0
plain_rice,veg,rice,medium,low,room,32.1,open,5.6,3.34
paneer_butter_masala,dairy,curry,high,medium,room,33.4,open,21.2,0.0
milk,dairy,liquid,high,low,room,29.7,open,39.0,0.0
pakora,veg,fried,low,high,room,37.8,open,12.8,0.0
samosa,veg,fried,low,high,room,29.3,open,2.8,15.42
pakora,veg,fried,low,high,room,36.5,closed,32.8,0.0
roti,veg,bread,low,low,fridge,4.9,open,5.3,41.92
samosa,veg,fried,low,high,fridge,5.9,open,44.8,0.0
plain_rice,veg,rice,medium,low,fridge,5.9,open,22.1,17.46
jeera_rice,veg,rice,medium,low,room,24.8,open,25.4,0.0
halwa,veg,sweet,medium,high,fridge,3.2,closed,13.2,64.8
pakora,veg,fried,low,high,room,29.2,closed,5.8,10.27
plain_rice,veg,rice,medium,low,room,31.1,closed,45.7,0.0
curd,dairy,liquid,high,low,room,32.2,open,9.0,0.0
milk,dairy,liquid,high,low,fridge,4.4,closed,39.5,4.4
dosa,veg,breakfast,medium,low,room,31.6,open,5.0,3.51
plain_rice,veg,rice,medium,low,fridge,7.1,closed,19.2,25.28
plain_rice,veg,rice,medium,low,room,36.8,closed,45.0,0.0
idli,veg,breakfast,medium,low,room,25.2,closed,16.0,0.0
dal_tadka,veg,curry,high,low,room,37.9,open,46.3,0.0
dal_tadka,veg,curry,high,low,fridge,2.6,closed,27.9,20.7
fish_curry,nonveg,curry,high,low,room,30.8,closed,45.9,0.0
chicken_curry,nonveg,curry,high,medium,fridge,4.9,open,9.8,10.62
naan,veg,bread,low,medium,room,28.5,closed,1.4,13.42
paneer_butter_masala,dairy,curry,high,medium,fridge,4.0,closed,36.2,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,4.6,open,41.4,0.0
fish_curry,nonveg,curry,high,low,fridge,4.8,closed,4.8,14.8
jeera_rice,veg,rice,medium,low,room,25.2,open,27.6,0.0
curd,dairy,liquid,high,low,room,37.3,closed,2.1,7.63
roti,veg,bread,low,low,fridge,6.0,closed,25.2,46.71
chicken_curry,nonveg,curry,high,medium,fridge,7.3,closed,23.4,8.67
samosa,veg,fried,low,high,fridge,6.1,open,42.7,0.0
idli,veg,breakfast,medium,low,fridge,7.2,open,47.7,0.0
pakora,veg,fried,low,high,fridge,2.6,closed,41.8,0.0
gulab_jamun,dairy,sweet,high,medium,fridge,6.9,open,34.0,38.61
dal_tadka,veg,curry,high,low,fridge,5.8,open,20.3,17.13
dosa,veg,breakfast,medium,low,room,31.5,open,14.9,0.0
dosa,veg,breakfast,medium,low,room,28.6,open,29.7,0.0
plain_rice,veg,rice,medium,low,fridge,4.1,open,44.4,0.0
plain_rice,veg,rice,medium,low,fridge,5.2,closed,30.4,12.78
halwa,veg,sweet,medium,high,fridge,2.5,open,7.3,61.07
chicken_biryani,nonveg,rice,medium,medium,fridge,3.0,open,41.9,0.0
curd,dairy,liquid,high,low,room,26.7,closed,27.6,0.0
paratha,veg,bread,low,high,room,34.5,open,38.5,0.0
dal_tadka,veg,curry,high,low,room,28.4,open,24.5,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,2.7,open,18.5,14.9
dal_tadka,veg,curry,high,low,room,30.1,closed,19.5,0.0
naan,veg,bread,low,medium,fridge,5.7,open,41.0,8.24
dosa,veg,breakfast,medium,low,room,28.7,closed,19.1,0.0
pakora,veg,fried,low,high,room,27.5,open,8.8,1.81
jeera_rice,veg,rice,medium,low,fridge,4.5,closed,10.9,27.02
chicken_curry,nonveg,curry,high,medium,room,36.4,closed,29.1,0.0
dosa,veg,breakfast,medium,low,fridge,8.0,open,21.3,14.04
idli,veg,breakfast,medium,low,room,31.1,open,44.0,0.0
pakora,veg,fried,low,high,fridge,6.9,open,26.6,14.76
plain_rice,veg,rice,medium,low,room,33.5,open,22.6,0.0
pakora,veg,fried,low,high,room,27.2,closed,45.9,0.0
jeera_rice,veg,rice,medium,low,fridge,7.4,open,34.3,0.0
paratha,veg,bread,low,high,room,31.4,open,2.4,15.1
paratha,veg,bread,low,high,fridge,7.1,open,8.0,49.99
naan,veg,bread,low,medium,room,25.4,closed,19.6,3.52
gulab_jamun,dairy,sweet,high,medium,room,27.8,closed,36.5,0.0
chicken_biryani,nonveg,rice,medium,medium,room,35.2,closed,38.3,0.0
samosa,veg,fried,low,high,fridge,7.8,open,32.9,14.25
curd,dairy,liquid,high,low,room,29.9,open,0.6,10.74
idli,veg,breakfast,medium,low,fridge,7.3,closed,41.4,0.0
dal_tadka,veg,curry,high,low,fridge,6.6,closed,19.4,29.19
dal_tadka,veg,curry,high,low,room,36.8,open,10.0,0.0
chicken_curry,nonveg,curry,high,medium,fridge,7.7,closed,22.7,7.96
veg_pulao,veg,rice,medium,medium,fridge,3.8,open,44.7,0.0
paratha,veg,bread,low,high,room,27.7,open,43.3,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,2.7,closed,11.7,29.13
curd,dairy,liquid,high,low,fridge,4.3,open,1.9,41.11
roti,veg,bread,low,low,room,30.4,closed,22.0,0.5
jeera_rice,veg,rice,medium,low,room,27.4,closed,28.0,0.0
jeera_rice,veg,rice,medium,low,room,26.9,open,13.6,0.0
plain_rice,veg,rice,medium,low,fridge,3.6,closed,26.3,6.84
curd,dairy,liquid,high,low,fridge,5.0,closed,4.1,43.97
roti,veg,bread,low,low,fridge,3.7,open,8.1,32.75
curd,dairy,liquid,high,low,fridge,7.1,closed,1.1,58.23
fish_curry,nonveg,curry,high,low,room,28.4,closed,14.2,0.0
gulab_jamun,dairy,sweet,high,medium,fridge,7.5,closed,35.1,18.41
veg_pulao,veg,rice,medium,medium,room,26.2,open,9.9,0.0
naan,veg,bread,low,medium,fridge,5.7,closed,47.7,2.05
chicken_biryani,nonveg,rice,medium,medium,room,34.7,open,7.3,1.42
roti,veg,bread,low,low,fridge,6.0,closed,15.2,50.7
dosa,veg,breakfast,medium,low,fridge,6.1,open,5.8,29.38
idli,veg,breakfast,medium,low,fridge,6.3,open,10.4,15.9
milk,dairy,liquid,high,low,fridge,7.7,closed,33.8,15.83
jeera_rice,veg,rice,medium,low,room,27.9,open,41.7,0.0
halwa,veg,sweet,medium,high,room,33.5,open,2.7,13.09
pakora,veg,fried,low,high,room,29.3,closed,17.7,0.0
chicken_curry,nonveg,curry,high,medium,fridge,5.2,closed,20.9,16.12
plain_rice,veg,rice,medium,low,fridge,2.9,open,44.0,0.0
dosa,veg,breakfast,medium,low,room,27.3,closed,31.4,0.0
pakora,veg,fried,low,high,room,36.4,open,39.4,0.0
dosa,veg,breakfast,medium,low,fridge,8.0,open,12.1,22.13
milk,dairy,liquid,high,low,fridge,6.0,open,25.8,17.59
chicken_curry,nonveg,curry,high,medium,room,30.7,open,34.9,0.0
idli,veg,breakfast,medium,low,room,33.8,closed,24.5,0.0
gulab_jamun,dairy,sweet,high,medium,room,31.7,open,32.9,0.0
fish_curry,nonveg,curry,high,low,room,33.8,open,35.6,0.0
veg_pulao,veg,rice,medium,medium,room,27.6,closed,33.4,0.0
veg_pulao,veg,rice,medium,medium,room,26.0,closed,11.4,0.0
paratha,veg,bread,low,high,fridge,7.6,closed,39.6,24.31
idli,veg,breakfast,medium,low,room,29.9,open,44.5,0.0
curd,dairy,liquid,high,low,fridge,7.7,open,18.0,20.85
paratha,veg,bread,low,high,room,29.4,closed,33.1,0.0
roti,veg,bread,low,low,fridge,6.3,closed,14.0,32.9
dal_tadka,veg,curry,high,low,room,24.2,open,33.2,0.0
chicken_curry,nonveg,curry,high,medium,room,30.4,closed,2.8,7.18
curd,dairy,liquid,high,low,room,25.4,closed,4.7,5.69
halwa,veg,sweet,medium,high,room,26.3,open,1.2,22.84
idli,veg,breakfast,medium,low,room,29.7,closed,38.9,0.0
paneer_butter_masala,dairy,curry,high,medium,room,33.6,closed,47.7,0.0
dosa,veg,breakfast,medium,low,fridge,5.3,open,26.4,1.62
paratha,veg,bread,low,high,room,34.9,open,35.9,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,5.7,closed,31.3,8.07
chicken_curry,nonveg,curry,high,medium,room,37.5,closed,11.9,0.0
naan,veg,bread,low,medium,room,25.0,open,23.1,0.0
fish_curry,nonveg,curry,high,low,fridge,3.2,closed,36.1,0.0
dosa,veg,breakfast,medium,low,room,30.8,open,10.3,0.0
chicken_biryani,nonveg,rice,medium,medium,room,31.9,open,6.9,0.0
fish_curry,nonveg,curry,high,low,fridge,7.3,closed,30.8,0.0
jeera_rice,veg,rice,medium,low,fridge,5.8,closed,12.9,36.51
chicken_biryani,nonveg,rice,medium,medium,room,27.8,open,24.6,0.0
roti,veg,bread,low,low,room,37.7,open,26.9,0.0
plain_rice,veg,rice,medium,low,fridge,3.3,open,46.5,0.0
fish_curry,nonveg,curry,high,low,fridge,3.2,closed,14.1,4.54
dosa,veg,breakfast,medium,low,fridge,6.6,closed,4.3,32.2
chicken_curry,nonveg,curry,high,medium,fridge,2.9,open,43.2,0.0
dal_tadka,veg,curry,high,low,room,37.2,open,5.7,4.81
milk,dairy,liquid,high,low,room,32.7,closed,16.7,0.0
halwa,veg,sweet,medium,high,fridge,5.8,closed,39.6,42.72
chicken_biryani,nonveg,rice,medium,medium,room,35.6,closed,2.9,6.21
paratha,veg,bread,low,high,fridge,3.4,closed,37.5,9.67
dosa,veg,breakfast,medium,low,fridge,4.0,open,32.0,0.0
jeera_rice,veg,rice,medium,low,fridge,4.3,open,11.5,18.82
curd,dairy,liquid,high,low,room,31.6,open,20.1,0.0
milk,dairy,liquid,high,low,fridge,6.0,open,47.4,0.0
dosa,veg,breakfast,medium,low,room,36.3,open,20.1,0.0
plain_rice,veg,rice,medium,low,fridge,5.7,open,22.6,17.55
curd,dairy,liquid,high,low,fridge,3.0,closed,21.2,24.64
paratha,veg,bread,low,high,room,30.0,closed,18.8,5.04
dal_tadka,veg,curry,high,low,fridge,7.6,closed,4.9,33.82
dal_tadka,veg,curry,high,low,fridge,3.0,closed,32.6,6.75
chicken_biryani,nonveg,rice,medium,medium,fridge,6.0,open,38.8,0.0
idli,veg,breakfast,medium,low,room,27.9,open,12.4,3.19
dosa,veg,breakfast,medium,low,room,25.7,open,45.1,0.0
veg_pulao,veg,rice,medium,medium,room,35.4,open,42.8,0.0
veg_pulao,veg,rice,medium,medium,fridge,2.2,closed,24.2,11.84
naan,veg,bread,low,medium,fridge,4.8,closed,3.4,52.94
chicken_biryani,nonveg,rice,medium,medium,fridge,3.9,open,5.8,18.17
samosa,veg,fried,low,high,fridge,3.7,open,31.5,2.59
veg_pulao,veg,rice,medium,medium,fridge,5.2,open,33.3,0.0
roti,veg,bread,low,low,fridge,6.4,open,47.6,0.0
gulab_jamun,dairy,sweet,high,medium,fridge,6.1,closed,47.7,26.62
halwa,veg,sweet,medium,high,fridge,5.1,closed,9.3,58.51
paneer_butter_masala,dairy,curry,high,medium,fridge,7.1,closed,25.8,2.82
curd,dairy,liquid,high,low,room,36.9,closed,46.1,0.0
naan,veg,bread,low,medium,fridge,5.3,closed,8.5,38.34
milk,dairy,liquid,high,low,room,26.4,open,1.9,4.74
jeera_rice,veg,rice,medium,low,fridge,6.5,open,13.0,22.6
roti,veg,bread,low,low,room,27.4,closed,45.0,0.0
halwa,veg,sweet,medium,high,room,35.9,open,27.1,0.0
plain_rice,veg,rice,medium,low,room,28.0,closed,46.0,0.0
veg_pulao,veg,rice,medium,medium,fridge,8.0,closed,8.8,32.31
dal_tadka,veg,curry,high,low,room,26.1,open,44.9,0.0
veg_pulao,veg,rice,medium,medium,room,35.7,open,5.4,0.26
chicken_curry,nonveg,curry,high,medium,room,25.9,open,41.0,0.0
samosa,veg,fried,low,high,room,30.2,open,22.5,0.0
fish_curry,nonveg,curry,high,low,room,27.4,open,19.6,0.0
dosa,veg,breakfast,medium,low,room,35.0,closed,20.6,0.0
idli,veg,breakfast,medium,low,room,32.8,closed,18.5,0.0
idli,veg,breakfast,medium,low,fridge,5.7,open,33.9,0.0
chicken_biryani,nonveg,rice,medium,medium,room,32.2,open,22.2,0.0
curd,dairy,liquid,high,low,fridge,7.7,open,29.5,18.84
gulab_jamun,dairy,sweet,high,medium,room,37.7,open,39.4,0.0
samosa,veg,fried,low,high,room,28.2,open,0.9,17.09
paneer_butter_masala,dairy,curry,high,medium,fridge,6.3,open,14.3,11.37
pakora,veg,fried,low,high,fridge,6.6,closed,2.9,27.66
veg_pulao,veg,rice,medium,medium,room,37.7,open,30.8,0.0
paratha,veg,bread,low,high,fridge,7.5,closed,3.8,47.97
gulab_jamun,dairy,sweet,high,medium,fridge,7.6,open,27.6,22.24
pakora,veg,fried,low,high,fridge,4.0,closed,9.7,21.99
paratha,veg,bread,low,high,room,33.4,closed,12.7,6.42
fish_curry,nonveg,curry,high,low,room,25.7,closed,32.7,0.0
gulab_jamun,dairy,sweet,high,medium,room,27.0,open,31.0,0.0
roti,veg,bread,low,low,fridge,4.5,closed,39.9,25.22
halwa,veg,sweet,medium,high,room,33.1,closed,19.7,1.15
chicken_biryani,nonveg,rice,medium,medium,room,32.8,open,30.5,0.0
samosa,veg,fried,low,high,room,25.4,closed,28.5,0.0
roti,veg,bread,low,low,room,35.7,open,2.3,15.06
samosa,veg,fried,low,high,fridge,2.3,closed,40.5,0.0
chicken_curry,nonveg,curry,high,medium,fridge,6.7,open,16.1,5.82
roti,veg,bread,low,low,room,30.2,closed,28.8,0.0
fish_curry,nonveg,curry,high,low,fridge,6.2,closed,25.3,0.0
gulab_jamun,dairy,sweet,high,medium,fridge,6.7,open,38.5,17.62
plain_rice,veg,rice,medium,low,fridge,3.9,closed,39.2,0.0
dal_tadka,veg,curry,high,low,room,29.4,closed,8.9,3.53
fish_curry,nonveg,curry,high,low,fridge,3.1,open,46.5,0.0
jeera_rice,veg,rice,medium,low,room,37.9,open,6.7,0.0
roti,veg,bread,low,low,fridge,5.6,closed,34.3,31.82
gulab_jamun,dairy,sweet,high,medium,room,30.1,open,5.1,15.38
fish_curry,nonveg,curry,high,low,room,34.5,closed,11.0,0.0
veg_pulao,veg,rice,medium,medium,fridge,7.1,closed,44.6,0.0
fish_curry,nonveg,curry,high,low,fridge,3.5,open,42.8,0.0
dal_tadka,veg,curry,high,low,room,28.2,open,28.5,0.0
naan,veg,bread,low,medium,room,37.1,open,13.1,0.71
paratha,veg,bread,low,high,fridge,2.3,closed,42.5,11.49
curd,dairy,liquid,high,low,room,37.0,closed,4.4,3.83
halwa,veg,sweet,medium,high,room,33.3,closed,9.4,15.46
idli,veg,breakfast,medium,low,room,24.4,closed,12.0,0.9
samosa,veg,fried,low,high,room,34.7,closed,44.0,0.0
paratha,veg,bread,low,high,fridge,3.3,closed,24.0,46.59
idli,veg,breakfast,medium,low,room,30.9,open,22.4,0.0
curd,dairy,liquid,high,low,room,24.2,closed,14.5,0.0
pakora,veg,fried,low,high,fridge,6.2,open,2.3,33.7
paratha,veg,bread,low,high,room,27.6,open,4.5,21.33
pakora,veg,fried,low,high,room,28.0,open,16.6,0.0
gulab_jamun,dairy,sweet,high,medium,fridge,7.3,closed,4.7,78.99
pakora,veg,fried,low,high,fridge,3.1,open,24.9,6.41
dosa,veg,breakfast,medium,low,room,25.3,closed,17.2,0.0
naan,veg,bread,low,medium,fridge,6.3,closed,44.5,0.04
gulab_jamun,dairy,sweet,high,medium,fridge,5.9,open,34.4,41.53
gulab_jamun,dairy,sweet,high,medium,room,34.5,open,15.7,1.99
milk,dairy,liquid,high,low,room,33.8,open,12.3,0.0
pakora,veg,fried,low,high,room,32.2,open,32.2,0.0
halwa,veg,sweet,medium,high,room,26.0,open,15.9,11.88
fish_curry,nonveg,curry,high,low,fridge,3.3,closed,40.9,0.0
fish_curry,nonveg,curry,high,low,room,27.3,open,44.4,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,5.5,closed,10.0,28.52
dal_tadka,veg,curry,high,low,fridge,6.1,closed,1.4,39.17
paneer_butter_masala,dairy,curry,high,medium,room,31.4,closed,8.0,1.71
roti,veg,bread,low,low,room,26.1,open,42.8,0.0
paratha,veg,bread,low,high,room,32.4,closed,35.3,0.0
dosa,veg,breakfast,medium,low,fridge,7.6,closed,5.5,24.38
naan,veg,bread,low,medium,room,32.5,open,33.6,0.0
idli,veg,breakfast,medium,low,room,35.4,closed,42.9,0.0
idli,veg,breakfast,medium,low,room,37.0,closed,35.5,0.0
jeera_rice,veg,rice,medium,low,fridge,4.2,open,26.8,0.33
naan,veg,bread,low,medium,room,36.7,open,36.3,0.0
halwa,veg,sweet,medium,high,fridge,7.2,open,43.9,31.82
halwa,veg,sweet,medium,high,fridge,3.7,closed,21.9,33.23
dal_tadka,veg,curry,high,low,room,29.0,open,31.5,0.0
milk,dairy,liquid,high,low,room,32.6,open,26.4,0.0
curd,dairy,liquid,high,low,fridge,4.2,open,47.9,0.0
curd,dairy,liquid,high,low,room,25.1,open,4.1,8.72
idli,veg,breakfast,medium,low,fridge,5.1,open,39.0,2.12
roti,veg,bread,low,low,room,34.7,closed,37.9,0.0
dal_tadka,veg,curry,high,low,fridge,3.9,open,11.8,14.37
samosa,veg,fried,low,high,fridge,3.4,open,4.2,35.69
curd,dairy,liquid,high,low,fridge,3.3,open,26.1,33.3
halwa,veg,sweet,medium,high,fridge,4.8,closed,32.2,23.57
milk,dairy,liquid,high,low,room,27.1,open,36.9,0.0
roti,veg,bread,low,low,room,33.3,open,29.0,0.0
paratha,veg,bread,low,high,fridge,2.2,open,38.7,25.09
dosa,veg,breakfast,medium,low,fridge,2.7,closed,11.0,15.12
milk,dairy,liquid,high,low,fridge,4.0,open,23.1,10.03
idli,veg,breakfast,medium,low,room,27.5,open,25.8,0.0
veg_pulao,veg,rice,medium,medium,room,26.0,closed,3.9,6.57
plain_rice,veg,rice,medium,low,fridge,7.5,open,43.5,0.0
plain_rice,veg,rice,medium,low,fridge,6.1,closed,31.5,14.32
jeera_rice,veg,rice,medium,low,room,36.1,closed,44.4,0.0
jeera_rice,veg,rice,medium,low,room,33.9,open,6.9,3.24
chicken_biryani,nonveg,rice,medium,medium,room,27.0,closed,19.9,0.0
gulab_jamun,dairy,sweet,high,medium,room,32.0,closed,36.0,0.0
fish_curry,nonveg,curry,high,low,room,32.8,open,11.9,0.0
naan,veg,bread,low,medium,fridge,3.1,closed,2.5,53.5
samosa,veg,fried,low,high,room,26.4,open,37.9,0.0
jeera_rice,veg,rice,medium,low,room,36.2,open,37.9,0.0
chicken_curry,nonveg,curry,high,medium,fridge,7.8,closed,45.2,0.0
dal_tadka,veg,curry,high,low,fridge,5.6,open,12.0,26.6
milk,dairy,liquid,high,low,room,35.5,closed,25.5,0.0
roti,veg,bread,low,low,fridge,7.4,closed,37.6,33.27
paratha,veg,bread,low,high,fridge,5.1,open,13.8,52.81
jeera_rice,veg,rice,medium,low,room,26.1,closed,15.9,0.0
gulab_jamun,dairy,sweet,high,medium,fridge,7.4,closed,19.1,45.08
dal_tadka,veg,curry,high,low,fridge,2.2,closed,26.0,10.42
milk,dairy,liquid,high,low,fridge,5.5,closed,33.7,5.28
curd,dairy,liquid,high,low,room,34.3,open,47.0,0.0
dosa,veg,breakfast,medium,low,room,28.3,open,14.3,0.0
plain_rice,veg,rice,medium,low,fridge,2.6,closed,15.2,33.88
idli,veg,breakfast,medium,low,room,28.3,closed,26.2,0.0
paratha,veg,bread,low,high,room,29.8,open,36.2,0.0
chicken_curry,nonveg,curry,high,medium,fridge,6.6,closed,43.7,0.0
paneer_butter_masala,dairy,curry,high,medium,room,32.3,open,33.1,0.0
samosa,veg,fried,low,high,fridge,5.9,closed,36.8,4.28
chicken_curry,nonveg,curry,high,medium,fridge,5.1,open,0.9,24.87
halwa,veg,sweet,medium,high,fridge,3.6,open,0.6,62.56
fish_curry,nonveg,curry,high,low,room,33.6,open,40.4,0.0
plain_rice,veg,rice,medium,low,fridge,5.7,closed,22.4,9.85
pakora,veg,fried,low,high,room,33.3,closed,21.0,0.0
samosa,veg,fried,low,high,room,29.0,open,10.2,9.39
veg_pulao,veg,rice,medium,medium,room,24.2,open,0.4,8.34
curd,dairy,liquid,high,low,room,34.7,closed,23.6,0.0
dal_tadka,veg,curry,high,low,room,24.1,open,5.9,8.81
chicken_curry,nonveg,curry,high,medium,fridge,3.9,closed,45.6,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,4.3,open,23.0,5.83
naan,veg,bread,low,medium,room,36.4,open,14.5,1.09
paneer_butter_masala,dairy,curry,high,medium,room,35.3,closed,48.0,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,8.0,closed,39.5,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,6.3,closed,26.6,4.68
dal_tadka,veg,curry,high,low,fridge,5.5,open,6.1,34.29
halwa,veg,sweet,medium,high,fridge,6.1,closed,11.3,73.09
veg_pulao,veg,rice,medium,medium,room,33.8,open,0.4,5.88
chicken_curry,nonveg,curry,high,medium,fridge,5.2,open,11.6,16.5
paneer_butter_masala,dairy,curry,high,medium,fridge,7.1,closed,34.3,0.0
samosa,veg,fried,low,high,fridge,4.3,closed,27.0,24.66
milk,dairy,liquid,high,low,room,37.0,open,24.5,0.0
idli,veg,breakfast,medium,low,fridge,2.4,closed,12.7,33.63
veg_pulao,veg,rice,medium,medium,room,33.0,closed,14.9,0.0
curd,dairy,liquid,high,low,fridge,7.8,open,33.3,28.01
veg_pulao,veg,rice,medium,medium,room,25.9,open,11.5,0.0
fish_curry,nonveg,curry,high,low,fridge,2.8,closed,46.4,0.0
roti,veg,bread,low,low,fridge,7.2,open,25.3,12.47
curd,dairy,liquid,high,low,fridge,5.8,open,34.5,6.73
fish_curry,nonveg,curry,high,low,fridge,3.1,open,22.2,2.8
milk,dairy,liquid,high,low,fridge,8.0,closed,32.6,20.45
paneer_butter_masala,dairy,curry,high,medium,room,37.3,closed,15.7,0.0
dosa,veg,breakfast,medium,low,room,26.5,open,2.0,7.84
halwa,veg,sweet,medium,high,fridge,3.0,open,21.7,48.3
samosa,veg,fried,low,high,room,34.4,closed,46.6,0.0
curd,dairy,liquid,high,low,room,31.6,open,6.3,2.62
curd,dairy,liquid,high,low,fridge,4.6,closed,13.3,55.0
samosa,veg,fried,low,high,fridge,5.8,open,13.3,22.15
idli,veg,breakfast,medium,low,room,26.7,closed,42.9,0.0
milk,dairy,liquid,high,low,room,31.1,open,43.1,0.0
jeera_rice,veg,rice,medium,low,room,26.8,open,29.7,0.0
dal_tadka,veg,curry,high,low,room,36.4,open,6.0,2.32
gulab_jamun,dairy,sweet,high,medium,room,31.8,closed,37.1,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,6.0,closed,28.7,7.39
pakora,veg,fried,low,high,fridge,3.2,open,30.5,11.06
dal_tadka,veg,curry,high,low,room,28.9,closed,28.8,0.0
roti,veg,bread,low,low,room,27.1,open,39.1,0.0
halwa,veg,sweet,medium,high,fridge,3.3,open,10.5,42.91
paneer_butter_masala,dairy,curry,high,medium,room,36.8,closed,2.7,6.3
dal_tadka,veg,curry,high,low,room,29.3,open,13.0,0.0
halwa,veg,sweet,medium,high,room,33.5,closed,16.2,10.59
dosa,veg,breakfast,medium,low,room,24.3,closed,12.3,0.0
pakora,veg,fried,low,high,room,37.8,closed,19.2,0.0
naan,veg,bread,low,medium,room,28.3,closed,5.0,12.97
samosa,veg,fried,low,high,fridge,4.3,closed,39.0,15.79
